160,124.36,928
161,54.89,926
162,164.86,412
163,60.76,51
164,165.46,762
165,10.30,698
166,35.38,430
167,61.22,128
168,263.96,861
169,88.88,418
170,105.02,871
171,53.88,240
172,38.14,81
173,47.57,276
174,109.43,466
175,83.44,695
176,124.90,834
177,24.55,267
178,254.18,175
179,270.29,380
180,28.77,631
181,42.63,558
182,56.90,442
183,68.61,162
184,63.91,972
185,0.35,158
186,54.15,496
187,38.11,513
188,64.04,574
189,137.92,740
190,27.11,332
191,24.69,402
192,64.43,483
193,162.36,686
194,78.92,462
195,113.24,421
196,96.46,398
197,40.83,765
198,55.23,45
199,9.89,806
200,140.08,24
201,35.01,44
202,22.80,7
203,33.52,357
204,54.40,774
205,149.69,740
206,12.40,814
207,98.33,339
208,25.61,131
209,31.49,985
210,371.44,203
211,159.20,92
212,35.01,275
213,203.56,262
214,295.41,17
215,123.52,807
216,18.87,205
217,31.36,474
218,47.96,723
219,36.72,922
220,83.92,574
221,147.99,30
222,8.41,914
223,168.06,650
224,246.27,671
225,76.54,198
226,50.08,879
227,141.74,721
228,3.31,326
229,154.63,921
230,0.40,301
231,150.53,488
232,35.49,374
233,52.33,140
234,26.93,596
235,39.06,75
236,126.98,872
237,37.45,214
238,15.71,325
239,22.31,921
240,6.35,63
241,15.59,487
242,29.87,223
243,61.82,26
244,186.88,200
245,309.39,730
246,69.00,300
247,21.13,434
248,387.38,666
249,61.70,45
250,256.24,642
251,22.23,694
252,1.07,574
253,2.64,750
254,37.97,88
255,286.20,560
256,34.69,719
257,71.96,316
258,9.05,516
259,24.98,301
260,47.55,277
261,18.86,232
262,78.83,875
263,41.84,740
264,135.06,534
265,28.54,928
266,67.69,647
267,128.67,712
268,107.48,9
269,17.94,356
270,12.02,589
271,35.26,442
272,16.27,339
273,237.49,619
274,57.14,360
275,149.58,985
276,161.07,213
277,65.20,328
278,76.83,184
279,14.52,283
280,13.14,350
281,2.69,540
282,68.54,342
283,161.66,898
284,106.78,707
285,145.54,695
286,2.63,452
287,59.23,755
288,161.68,740
289,25.71,98
290,108.45,417
291,10.52,414
292,3.19,182
293,48.42,476
294,54.80,196
295,253.30,768
296,23.77,243
297,129.61,121
298,110.23,709
299,38.55,870
300,20.72,86
301,40.86,490
302,44.62,585
303,285.82,58
304,43.75,392
305,269.81,815
306,46.00,848
307,153.63,617
308,60.71,99
309,100.24,51
310,88.02,460
311,60.63,524
312,121.81,118
313,35.01,135
314,98.72,350
315,119.87,652
316,127.99,666
317,114.99,760
318,41.82,510
319,8.68,666
320,119.78,722
321,7.40,834
322,68.64,162
323,20.88,817
324,58.61,840
325,54.92,218
326,18.36,6
327,178.01,571
328,26.66,242
329,91.70,407
330,99.29,150
331,3.25,222
332,89.44,835
333,5.95,904
334,54.40,752
335,16.43,114
336,320.23,453
337,76.22,173
338,25.69,195
339,9.65,45
340,32.92,299
341,80.37,399
342,151.94,775
343,50.93,340
344,39.96,539
345,34.90,551
346,99.49,778
347,61.87,106
348,37.88,615
349,88.18,511
350,79.11,314
351,404.95,836
352,105.49,360
353,2.89,906
354,37.56,128
355,55.36,612
356,20.16,563
357,12.88,787
358,143.59,523
359,22.03,825
360,98.63,277
361,8.34,847
362,343.51,407
363,181.58,414
364,193.46,152
365,96.00,588
366,169.64,800
367,190.06,138
368,126.13,197
369,119.37,78
370,85.75,727
371,6.06,454
372,136.86,11
373,11.57,272
374,49.35,780
375,140.82,671
376,1.14,314
377,177.29,636
378,98.37,784
379,26.68,237
380,107.85,523
381,78.43,995
382,447.57,635
383,161.57,107
384,0.63,82
385,2.61,856
386,39.59,989
387,328.69,141
388,43.78,602
389,24.29,920
390,50.84,503
391,28.95,300
392,44.50,879
393,201.97,815
394,17.94,198
395,69.61,325
396,66.78,251
397,75.18,332
398,228.04,832
399,113.88,464
400,98.01,249
401,21.59,809
402,114.97,356
403,1.91,972
404,69.48,244
405,60.78,346
406,169.03,601
407,116.92,344
408,171.74,800
409,453.08,155
410,6.88,378
411,528.33,561
412,4.32,312
413,14.07,444
414,8.28,312
415,9.79,411
416,99.67,971
417,48.34,158
418,44.75,801
419,39.09,816
420,34.04,296
421,50.12,89
422,60.58,317
423,72.52,777
424,188.58,666
425,27.34,784
426,147.46,429
427,54.12,183
428,248.82,650
429,139.88,991
430,254.78,510
431,25.31,464
432,73.65,457
433,166.89,181
434,185.77,617
435,30.20,676
436,25.04,135
437,160.08,585
438,44.23,479
439,232.57,763
440,106.22,319
441,8.71,883
442,78.23,210
443,191.56,330
444,23.94,907
445,250.06,804
446,69.13,691
447,0.45,337
448,235.88,143
449,96.20,4
450,129.42,289
451,40.32,892
452,11.85,650
453,128.19,978
454,1.56,325
455,64.35,269
456,13.68,910
457,64.01,171
458,440.66,209
459,75.84,987
460,125.15,146
461,266.69,933
462,42.02,983
463,20.06,293
464,9.82,521
465,53.35,848
466,1.38,4
467,469.25,963
468,245.50,491
469,6.79,332
470,134.72,999
471,53.02,799
472,29.72,783
473,171.21,830
474,79.62,917
475,33.36,922
476,30.64,972
477,26.57,882
478,261.61,118
479,74.76,593
480,312.58,225
481,221.04,871
482,80.40,76
483,7.43,694
484,36.19,509
485,92.36,158
486,86.36,590
487,101.15,821
488,45.69,411
489,109.80,224
490,8.96,533
491,9.80,182
492,13.21,626
493,64.33,570
494,118.33,185
495,132.80,963
496,78.55,551
497,358.26,964
498,36.59,452
499,88.91,573
500,29.92,529
501,7.99,349
502,95.86,317
503,191.37,600
504,65.93,972
505,149.46,698
506,35.56,609
507,81.07,934
508,100.60,805
509,13.22,254
510,393.55,827
511,40.94,395
512,83.26,43
513,4.42,610
514,232.99,543
515,7.91,17
516,263.97,929
517,0.27,540
518,48.27,882
519,63.26,140
520,137.29,45
521,27.36,603
522,298.75,865
523,226.90,402
524,53.83,599
525,31.75,481
526,22.72,238
527,219.58,6
528,22.36,467
529,35.44,825
530,43.92,466
531,83.42,527
532,44.98,171
533,72.45,86
534,171.93,805
535,63.04,930
536,244.97,712
537,114.10,75
538,12.33,316
539,24.89,418
540,421.70,488
541,93.96,782
542,119.90,90
543,248.45,269
544,65.91,371
545,37.99,621
546,112.94,555
547,16.20,613
548,216.29,283
549,25.29,709
550,109.88,205
551,60.17,2
552,4.72,192
553,84.58,860
554,51.20,287
555,107.60,680
556,121.79,865
557,272.17,24
558,109.14,130
559,16.22,452
560,40.35,222
561,28.05,99
562,195.32,187
563,78.49,362
564,88.06,335
565,65.08,971
566,55.02,62
567,45.31,501
568,73.32,778
569,112.09,880
570,569.54,722
571,72.26,991
572,158.26,359
573,76.30,702
574,122.62,561
575,161.11,716
576,4.48,214
577,69.30,956
578,61.35,964
579,166.78,440
580,21.35,521
581,68.21,6
582,59.57,830
583,4.54,87
584,33.87,757
585,303.38,201
586,22.46,409
587,84.21,285
588,143.67,747
589,30.23,19
590,240.11,212
591,84.17,792
592,35.69,541
593,55.77,830
594,89.77,866
595,91.26,324
596,151.23,48
597,164.23,586
598,118.61,358
599,185.07,615
600,15.21,786
601,175.65,846
602,96.23,114
603,31.28,244
604,31.35,489
605,199.02,935
606,189.50,774
607,91.34,196
608,94.09,156
609,24.95,6
610,305.26,692
611,2.15,753
612,105.31,75
613,29.72,341
614,155.14,265
615,87.63,614
616,142.47,876
617,80.66,488
618,15.23,860
619,201.44,760
620,2.39,2
621,161.80,834
622,48.19,309
623,168.27,317
624,89.35,939
625,37.78,784
626,79.67,814
627,97.70,500
628,171.85,2
629,11.21,247
630,154.17,459
631,280.30,910
632,116.81,53
633,71.01,478
634,5.99,281
635,103.06,99
636,221.25,612
637,156.75,669
638,307.34,519
639,54.24,216
640,108.55,192
641,99.80,896
642,219.65,269
643,21.86,116
644,148.84,183
645,102.15,737
646,36.80,47
647,4.61,248
648,60.96,323
649,99.33,715
650,33.96,519
651,137.22,57
652,198.24,150
653,507.80,260
654,5.66,131
655,235.22,490
656,67.39,708
657,99.87,862
658,26.47,68
659,22.25,414
660,592.57,116
661,28.09,538
662,20.75,294
663,17.95,225
664,12.53,754
665,36.99,381
666,7.54,531
667,13.44,652
668,273.38,202
669,54.35,552
670,7.05,791
671,66.88,529
672,238.28,327
673,10.41,857
674,14.26,829
675,144.37,106
676,131.51,163
677,169.65,421
678,27.30,143
679,122.53,631
680,36.89,15
681,267.24,570
682,209.24,285
683,41.03,689
684,49.36,460
685,53.11,989
686,39.74,716
687,298.61,249
688,10.93,625
689,453.34,614
690,73.87,131
691,36.77,786
692,86.39,322
693,101.17,671
694,30.07,490
695,14.07,170
696,80.17,95
697,107.11,781
698,58.84,501
699,16.50,290
700,47.08,195
701,14.75,467
702,18.23,930
703,132.15,977
704,16.93,954
705,148.67,975
706,6.00,319
707,183.69,874
708,276.21,877
709,236.02,148
710,85.88,104
711,99.98,719
712,144.18,58
713,96.53,909
714,116.73,94
715,32.95,981
716,5.55,444
717,173.68,340
718,434.35,983
719,53.20,965
720,44.07,102
721,8.15,673
722,65.68,575
723,100.79,873
724,68.28,715
725,121.59,653
726,540.02,87
727,47.72,980
728,3.85,923
729,216.73,385
730,456.64,612
731,30.80,114
732,25.00,254
733,135.98,250
734,8.17,212
735,46.37,519
736,82.18,350
737,70.95,96
738,19.15,290
739,49.50,428
740,170.35,679
741,67.32,460
742,9.87,490
743,3.35,109
744,73.68,916
745,205.38,875
746,38.05,6
747,87.87,323
748,7.83,432
749,34.47,733
750,421.78,486
751,267.70,921
752,74.74,678
753,43.13,973
754,100.38,981
755,2.91,777
756,189.70,592
757,136.88,191
758,78.20,359
759,25.65,862
760,225.04,377
761,35.47,951
762,14.55,710
763,93.23,174
764,12.00,389
765,192.38,233
766,129.36,628
767,43.81,695
768,25.87,911
769,8.63,707
770,97.24,505
771,8.15,983
772,77.03,340
773,24.06,199
774,11.61,720
775,289.19,136
776,30.32,867
777,72.12,60
778,16.54,646
779,28.88,932
780,96.98,754
781,22.20,836
782,130.14,943
783,42.77,176
784,66.16,317
785,8.59,668
786,114.75,130
787,100.96,200
788,205.70,133
789,65.78,926
790,295.37,684
791,38.28,131
792,171.94,196
793,57.57,939
794,393.64,348
795,6.57,376
796,92.05,731
797,12.69,202
798,17.22,518
799,47.28,880
800,21.05,321
801,73.71,802
802,62.07,524
803,59.07,524
804,37.77,685
805,126.92,623
806,154.01,471
807,142.07,360
808,215.80,657
809,47.14,502
810,6.35,559
811,15.70,383
812,210.87,687
813,105.09,0
814,9.78,296
815,64.79,462
816,0.64,167
817,25.76,182
818,116.15,505
819,32.22,593
820,185.56,581
821,138.52,4
822,2.32,224
823,7.37,95
824,168.80,721
825,154.17,793
826,61.55,141
827,417.50,849
828,370.91,956
829,17.48,697
830,77.52,118
831,80.85,903
832,29.01,844
833,484.76,233
834,64.11,932
835,87.29,910
836,134.89,140
837,222.23,391
838,95.32,905
839,223.77,437
840,32.10,243
841,60.16,410
842,43.35,837
843,8.02,45
844,21.87,219
845,16.81,928
846,243.09,832
847,177.01,336
848,14.17,826
849,153.84,966
850,1.41,482
851,127.87,185
852,11.78,320
853,86.40,370
854,37.92,328
855,76.85,176
856,13.58,340
857,136.12,140
858,35.70,165
859,164.01,560
860,167.85,996
861,70.80,219
862,30.75,834
863,81.04,410
864,27.97,4
865,91.80,637
866,200.02,581
867,27.68,254
868,14.99,423
869,194.91,520
870,84.81,71
871,88.98,147
872,143.04,408
873,12.52,206
874,70.76,360
875,200.19,81
876,115.10,696
877,104.12,673
878,29.34,417
879,92.01,117
880,67.08,841
881,78.91,172
882,27.07,202
883,224.07,305
884,159.69,547
885,84.13,196
886,70.66,110
887,27.34,589
888,220.37,638
889,27.78,43
890,342.49,319
891,178.39,774
892,22.14,57
893,93.95,684
894,109.98,911
895,80.79,316
896,82.63,310
897,46.18,326
898,256.82,312
899,307.70,236
900,342.15,348
901,92.02,873
902,37.33,98
903,187.04,646
904,86.15,189
905,405.50,349
906,7.33,888
907,117.12,535
908,33.38,284
909,28.53,138
910,80.10,586
911,77.52,401
912,79.60,402
913,35.14,264
914,81.32,546
915,160.79,982
916,24.49,325
917,5.38,804
918,137.04,936
919,90.97,320
920,28.52,855
921,66.70,792
922,182.16,870
923,41.06,424
924,18.37,349
925,18.38,800
926,68.02,709
927,33.58,862
928,201.91,234
929,46.65,753
930,2.47,434
931,151.84,436
932,78.37,643
933,27.66,782
934,99.83,903
935,45.94,448
936,77.68,94
937,244.75,846
938,11.28,100
939,152.40,229
940,118.12,924
941,141.05,444
942,18.02,101
943,64.50,757
944,35.31,152
945,204.43,49
946,97.01,892
947,147.01,92
948,29.21,937
949,8.66,333
950,95.72,637
951,132.86,938
952,298.43,755
953,21.96,120
954,152.60,866
955,63.16,277
956,97.66,222
957,99.38,167
958,85.90,952
959,413.71,110
960,15.31,405
961,21.38,971
962,404.58,483
963,29.47,20
964,33.64,564
965,198.75,467
966,227.26,854
967,184.35,659
968,1.54,741
969,132.35,840
970,28.13,379
971,42.82,867
972,54.71,46
973,53.16,518
974,119.89,856
975,21.93,496
976,23.64,340
977,98.20,228
978,123.35,377
979,56.77,607
980,11.86,359
981,115.24,953
982,39.14,301
983,44.95,681
984,11.61,747
985,41.66,217
986,15.60,424
987,28.57,801
988,142.29,989
989,200.33,643
990,96.96,76
991,9.49,373
992,45.84,790
993,54.40,455
994,3.13,603
995,38.59,681
996,37.87,448
997,60.01,440
998,125.91,314
999,66.92,221
1000,141.80,223
1001,19.92,218
1002,152.91,920
1003,2.43,583
1004,71.78,702
1005,20.66,313
1006,70.13,981
1007,22.08,549
1008,23.08,698
1009,142.33,466
1010,83.83,179
1011,101.22,998
1012,67.63,845
1013,77.16,989
1014,13.27,602
1015,55.76,928
1016,62.98,554
1017,266.89,856
1018,37.01,648
1019,198.36,653
1020,57.18,985
1021,106.21,904
1022,100.67,55
1023,23.93,976
1024,86.86,842
1025,9.34,324
1026,133.81,861
1027,178.21,37
1028,206.21,959
1029,49.27,649
1030,43.46,280
1031,43.87,424
1032,12.43,932
1033,324.96,915
1034,31.54,203
1035,221.58,850
1036,302.49,709
1037,84.71,827
1038,290.56,112
1039,104.64,26
1040,163.46,906
1041,15.01,571
1042,337.05,442
1043,60.10,671
1044,27.37,380
1045,63.87,715
1046,241.28,349
1047,5.27,340
1048,18.35,838
1049,91.39,729
1050,12.48,922
1051,8.56,599
1052,131.60,723
1053,53.17,170
1054,20.99,50
1055,13.09,330
1056,26.57,152
1057,329.16,538
1058,121.02,705
1059,89.21,718
1060,114.92,456
1061,20.28,739
1062,32.93,96
1063,19.54,439
1064,269.82,123
1065,133.02,880
1066,57.40,145
1067,51.46,259
1068,113.63,343
1069,147.90,497
1070,91.92,549
1071,161.41,940
1072,35.24,991
1073,9.27,506
1074,56.52,13
1075,87.83,440
1076,178.10,888
1077,48.52,77
1078,158.05,142
1079,168.06,991
1080,39.19,714
1081,9.48,64
1082,56.57,546
1083,110.40,342
1084,71.66,978
1085,22.94,722
1086,378.17,359
1087,69.42,237
1088,196.25,541
1089,238.16,928
1090,171.20,501
1091,36.40,406
1092,78.39,105
1093,4.60,407
1094,48.57,171
1095,315.90,398
1096,69.63,606
1097,37.20,779
1098,16.26,969
1099,153.07,278
1100,89.88,553
1101,108.50,526
1102,20.67,479
1103,51.87,407
1104,114.49,842
1105,156.04,518
1106,1.77,879
1107,43.93,513
1108,292.37,998
1109,54.98,900
1110,40.29,612
1111,263.66,416
1112,127.57,960
1113,86.23,656
1114,121.26,416
1115,60.86,821
1116,314.23,215
1117,103.30,253
1118,174.22,810
1119,3.56,357
1120,115.19,157
1121,278.67,565
1122,41.46,738
1123,14.67,798
1124,44.02,518
1125,241.18,931
1126,35.78,304
1127,132.26,963
1128,20.28,779
1129,29.10,413
1130,83.64,292
1131,289.18,717
1132,34.41,594
1133,142.91,156
1134,26.18,546
1135,7.89,618
1136,22.59,744
1137,90.41,965
1138,22.72,468
1139,107.00,698
1140,220.53,710
1141,107.23,676
1142,30.24,595
1143,325.31,325
1144,155.27,430
1145,238.60,989
1146,217.48,567
1147,45.94,48
1148,208.48,317
1149,221.49,36
1150,114.99,908
1151,121.19,366
1152,37.43,338
1153,273.10,877
1154,63.26,309
1155,42.74,122
1156,79.92,226
1157,57.36,873
1158,57.94,46
1159,0.09,433
1160,69.85,872
1161,11.25,369
1162,23.75,653
1163,55.41,918
1164,11.46,5
1165,10.15,186
1166,156.03,338
1167,206.32,322
1168,239.21,642
1169,132.53,722
1170,166.84,603
1171,70.71,495
1172,67.77,682
1173,30.76,462
1174,78.22,397
1175,1.01,50
1176,20.40,514
1177,62.74,523
1178,157.97,6
1179,33.85,284
1180,24.18,279
1181,17.81,354
1182,95.02,531
1183,115.22,666
1184,242.93,710
1185,231.57,776
1186,24.93,252
1187,46.20,853
1188,366.96,852
1189,179.66,114
1190,154.19,617
1191,179.70,72
1192,56.69,746
1193,38.66,431
1194,16.14,433
1195,38.54,810
1196,129.90,230
1197,102.70,551
1198,87.31,570
1199,75.58,169
1200,122.77,646
1201,25.45,87
1202,69.25,332
1203,112.32,356
1204,162.53,843
1205,112.21,508
1206,23.43,800
1207,8.86,828
1208,385.85,985
1209,137.50,975
1210,94.18,934
1211,13.36,927
1212,76.49,785
1213,90.64,267
1214,68.63,651
1215,11.86,877
1216,75.34,384
1217,32.86,678
1218,110.44,353
1219,166.61,86
1220,64.36,141
1221,106.33,962
1222,62.22,697
1223,4.12,412
1224,161.32,985
1225,85.30,438
1226,362.39,534
1227,75.28,667
1228,20.01,839
1229,22.99,994
1230,4.04,83
1231,82.58,139
1232,214.48,866
1233,72.16,219
1234,22.70,771
1235,27.52,917
1236,111.58,166
1237,57.35,851
1238,148.59,719
1239,12.05,91
1240,47.40,59
1241,96.30,944
1242,96.13,208
1243,2.85,137
1244,51.50,490
1245,35.68,889
1246,96.56,330
1247,136.68,680
1248,232.42,78
1249,39.26,413
1250,10.00,726
1251,167.21,358
1252,50.73,786
1253,8.09,651
1254,213.14,448
1255,106.09,112
1256,3.80,209
1257,168.55,263
1258,62.76,518
1259,66.30,651
1260,179.46,745
1261,106.95,242
1262,93.41,297
1263,41.70,855
1264,20.79,772
1265,70.76,916
1266,42.40,540
1267,68.61,880
1268,121.36,175
1269,395.79,366
1270,132.55,219
1271,51.74,579
1272,44.16,631
1273,58.01,444
1274,254.90,610
1275,67.58,610
1276,143.66,740
1277,124.04,73
1278,26.45,612
1279,13.59,613
1280,135.99,467
1281,124.64,379
1282,11.58,512
1283,32.03,575
1284,75.01,154
1285,55.93,134
1286,58.03,39
1287,319.97,173
1288,230.00,235
1289,14.63,163
1290,215.42,295
1291,12.26,797
1292,179.50,837
1293,135.31,616
1294,107.55,470
1295,367.91,730
1296,35.18,877
1297,418.53,742
1298,59.66,763
1299,115.41,413
1300,94.67,178
1301,7.14,849
1302,155.21,867
1303,289.36,11
1304,1.68,477
1305,202.93,477
1306,0.93,58
1307,71.44,858
1308,31.51,643
1309,98.82,351
1310,41.85,903
1311,18.55,957
1312,73.55,489
1313,46.39,134
1314,11.55,867
1315,33.81,350
1316,85.56,542
1317,35.33,367
1318,48.46,31
1319,90.89,406
1320,39.19,573
1321,121.53,290
1322,54.07,211
1323,154.51,846
1324,45.69,173
1325,203.59,970
1326,52.14,991
1327,54.49,307
1328,109.31,588
1329,261.36,296
1330,44.77,467
1331,167.99,5
1332,22.95,126
1333,1.24,20
1334,69.29,356
1335,25.94,267
1336,117.62,796
1337,171.92,383
1338,50.54,750
1339,307.99,431
1340,8.48,243
1341,31.09,499
1342,15.58,366
1343,6.86,43
1344,35.84,283
1345,29.83,268
1346,45.89,976
1347,76.28,348
1348,118.50,925
1349,45.26,477
1350,140.68,107
1351,154.92,200
1352,268.52,755
1353,338.27,768
1354,38.08,646
1355,64.85,852
1356,91.84,755
1357,145.94,130
1358,1.30,793
1359,60.55,530
1360,0.49,982
1361,2.74,458
1362,86.86,963
1363,69.29,226
1364,184.65,580
1365,100.91,751
1366,36.33,561
1367,73.36,338
1368,83.94,121
1369,35.52,64
1370,18.41,909
1371,420.61,168
1372,153.91,357
1373,125.27,84
1374,56.90,531
1375,114.83,947
1376,518.71,22
1377,193.23,703
1378,24.83,480
1379,257.16,205
1380,75.84,953
1381,73.92,876
1382,17.70,23
1383,26.85,56
1384,8.09,135
1385,2.75,438
1386,14.93,595
1387,93.21,328
1388,21.40,959
1389,270.58,142
1390,223.01,312
1391,44.11,990
1392,12.62,88
1393,36.38,233
1394,9.57,141
1395,207.26,429
1396,98.52,785
1397,4.12,488
1398,10.66,737
1399,78.95,20
1400,208.28,583
1401,13.93,238
1402,21.34,674
1403,39.56,463
1404,52.24,867
1405,140.73,435
1406,12.37,683
1407,65.01,586
1408,171.82,84
1409,9.42,629
1410,25.78,280
1411,47.21,243
1412,104.11,826
1413,107.79,932
1414,311.60,194
1415,108.27,439
1416,100.29,629
1417,10.72,857
1418,6.19,123
1419,4.36,768
1420,28.59,126
1421,17.64,411
1422,98.83,825
1423,7.48,816
1424,64.22,95
1425,141.48,952
1426,60.54,113
1427,9.30,617
1428,411.47,29
1429,273.67,463
1430,104.02,676
1431,119.60,386
1432,301.84,310
1433,18.03,384
1434,70.22,923
1435,131.18,815
1436,89.90,336
1437,19.16,61
1438,105.43,540
1439,35.40,506
1440,59.47,654
1441,41.05,183
1442,163.51,425
1443,42.00,693
1444,2.60,470
1445,150.64,5
1446,158.40,807
1447,98.79,170
1448,281.97,775
1449,27.61,69
1450,274.07,232
1451,120.57,596
1452,43.47,692
1453,90.94,880
1454,1.85,799
1455,96.97,163
1456,6.88,609
1457,158.60,578
1458,66.97,871
1459,76.17,472
1460,423.52,696
1461,66.50,409
1462,117.48,771
1463,85.25,532
1464,46.68,341
1465,23.79,65
1466,4.83,726
1467,40.63,560
1468,86.21,81
1469,43.99,120
1470,180.63,82
1471,4.05,728
1472,124.41,83
1473,35.18,634
1474,54.66,824
1475,203.59,250
1476,99.36,255
1477,27.79,57
1478,58.29,94
1479,36.46,476
1480,279.23,832
1481,12.44,765
1482,359.72,730
1483,116.29,659
1484,221.56,312
1485,20.24,474
1486,172.02,932
1487,90.43,121
1488,34.39,925
1489,16.53,800
1490,156.73,496
1491,19.35,112
1492,259.58,918
1493,256.25,932
1494,28.47,109
1495,152.27,563
1496,98.70,675
1497,59.30,806
1498,32.31,951
1499,123.03,461
1500,25.43,903
1501,16.93,728
1502,49.91,372
1503,287.52,245
1504,3.58,436
1505,35.30,806
1506,382.31,354
1507,99.98,388
1508,56.91,724
1509,300.01,589
1510,138.05,68
1511,51.75,97
1512,200.45,807
1513,11.71,597
1514,73.34,174
1515,114.67,711
1516,29.39,686
1517,291.10,242
1518,4.06,649
1519,175.12,20
1520,24.27,460
1521,8.51,719
1522,543.36,945
1523,249.24,933
1524,163.75,199
1525,332.14,10
1526,99.63,280
1527,21.39,580
1528,6.31,576
1529,142.02,569
1530,44.83,3
1531,43.97,330
1532,276.79,309
1533,215.13,144
1534,124.52,500
1535,16.64,757
1536,33.36,877
1537,86.43,534
1538,26.81,310
1539,32.41,494
1540,34.22,627
1541,108.78,146
1542,17.38,221
1543,122.01,119
1544,161.45,169
1545,55.57,573
1546,49.22,10
1547,108.27,607
1548,175.72,166
1549,19.31,339
1550,101.05,996
1551,45.73,775
1552,66.05,217
1553,53.11,590
1554,13.94,620
1555,317.17,88
1556,52.18,335
1557,1.50,746
1558,54.50,50
1559,88.27,356
1560,67.89,266
1561,19.07,236
1562,30.97,886
1563,15.13,731
1564,51.24,217
1565,5.93,618
1566,82.95,652
1567,154.18,28
1568,76.93,604
1569,30.75,855
1570,82.94,446
1571,29.65,781
1572,138.21,672
1573,67.56,502
1574,56.75,246
1575,129.91,79
1576,181.41,796
1577,143.64,39
1578,67.97,512
1579,256.53,869
1580,93.71,735
1581,1.44,677
1582,370.00,910
1583,31.26,108
1584,60.65,758
1585,53.47,832
1586,6.93,238
1587,181.19,187
1588,286.36,594
1589,179.70,344
1590,20.92,42
1591,117.38,464
1592,87.11,9
1593,250.01,360
1594,106.72,420
1595,4.64,86
1596,270.08,529
1597,58.39,339
1598,3.55,488
1599,121.09,709
1600,25.17,379
1601,48.01,766
1602,0.10,788
1603,11.09,171
1604,3.43,418
1605,199.53,891
1606,7.58,596
1607,202.50,187
1608,170.83,252
1609,0.78,991
1610,139.13,746
1611,252.44,649
1612,23.10,458
1613,9.04,190
1614,1.24,336
1615,251.19,188
1616,122.51,872
1617,30.38,745
1618,87.29,923
1619,21.39,372
1620,132.67,655
1621,300.09,799
1622,8.21,65
1623,71.83,786
1624,121.62,197
1625,193.43,95
1626,20.09,322
1627,129.01,110
1628,390.75,168
1629,87.65,231
1630,106.72,188
1631,32.96,958
1632,48.51,545
1633,143.99,367
1634,159.80,885
1635,97.71,88
1636,116.49,651
1637,153.65,479
1638,4.28,339
1639,133.51,541
1640,103.27,110
1641,161.07,505
1642,18.62,677
1643,117.23,661
1644,46.96,811
1645,258.48,163
1646,12.98,646
1647,10.29,877
1648,13.17,835
1649,96.04,906
1650,197.03,897
1651,45.91,2
1652,95.67,151
1653,16.20,704
1654,186.52,216
1655,260.64,202
1656,155.55,91
1657,154.66,464
1658,91.63,534
1659,105.62,469
1660,74.36,243
1661,165.42,807
1662,451.57,157
1663,0.01,672
1664,24.19,565
1665,63.24,20
